-8.08,2.85,2.72,0.50,-0.36,-0.46
-8.55,2.80,2.62,0.55,-0.41,-0.49
0.64,8.97,5.50,4.67,-1.25,-2.62
0.65,9.51,6.20,4.50,-1.05,-2.51
0.57,10.08,6.89,4.31,-0.86,-2.39
0.44,10.83,7.83,4.04,-0.65,-2.21
-2.39,5.04,3.73,-3.11,1.50,1.10
-2.57,4.59,3.27,-3.11,1.58,1.12
-2.71,4.16,2.84,-3.09,1.66,1.15
-2.84,3.74,2.47,-3.06,1.74,1.18
-14.01,12.39,4.59,-0.00,2.47,3.88
-15.39,12.21,4.42,-0.07,2.17,3.90
-16.60,12.05,4.33,-0.13,1.83,3.89
-7.26,5.56,0.49,-0.28,-0.48,-1.02
-7.19,5.33,0.36,-0.24,-0.52,-1.04
-7.13,5.02,0.14,-0.18,-0.56,-1.07
-7.15,4.81,-0.02,-0.12,-0.59,-1.09
-2.83,5.00,-6.08,5.73,-2.39,-1.26
-2.44,5.32,-5.89,5.86,-2.29,-1.18
-2.15,5.71,-5.60,5.97,-2.18,-1.12
-1.89,6.14,-5.22,6.06,-2.04,-1.07
4.51,14.78,3.46,-1.14,3.60,1.94
4.36,16.06,4.04,-1.50,3.89,2.05
4.07,17.09,4.47,-1.80,4.10,2.13
3.65,18.16,4.84,-2.14,4.29,2.22
-10.85,4.59,-4.60,-0.90,0.26,-0.23
-10.29,4.61,-4.34,-0.80,0.21,-0.30
-9.79,4.69,-4.04,-0.71,0.17,-0.37
-3.65,9.35,1.56,0.14,-0.12,-0.21
-3.66,9.34,1.49,0.11,-0.12,-0.19
-3.68,9.31,1.44,0.08,-0.12,-0.16
-3.70,9.25,1.40,0.05,-0.11,-0.12
-5.18,7.28,-0.31,-0.14,-0.07,-0.15
-5.21,7.21,-0.46,-0.12,-0.07,-0.16
-5.23,7.14,-0.57,-0.09,-0.08,-0.16
-5.22,7.12,-0.65,-0.05,-0.09,-0.17
-4.55,7.81,0.38,0.02,-0.05,0.01
-4.51,7.74,0.29,0.03,-0.04,0.01
-4.50,7.69,0.25,0.04,-0.03,0.02
-5.01,8.09,0.46,-0.08,0.02,0.00
-4.98,8.03,0.34,-0.08,0.02,0.01
-4.96,7.95,0.27,-0.08,0.03,0.01
-4.93,7.85,0.17,-0.07,0.03,0.02
-4.97,7.96,0.18,-0.01,-0.08,0.03
