-6.79,4.19,4.03,-0.18,-0.04,0.11
-6.73,4.22,4.06,-0.19,-0.03,0.10
-6.60,4.23,4.07,-0.19,-0.01,0.09
-6.56,4.23,4.02,-0.18,0.01,0.09
-10.44,2.85,1.26,1.97,-0.65,-1.83
-11.42,2.54,0.88,2.02,-0.73,-1.80
-12.72,2.26,0.28,2.11,-0.91,-1.75
-13.32,2.11,-0.01,2.31,-1.33,-1.69
-3.55,8.81,7.67,0.63,-0.73,0.09
-3.58,8.72,7.57,0.48,-0.67,0.08
-3.61,8.64,7.49,0.34,-0.61,0.06
-3.65,8.57,7.41,0.20,-0.54,0.05
-5.73,1.63,1.33,-0.41,0.92,1.24
-5.11,1.80,1.54,-0.32,0.98,1.23
-4.22,2.13,1.87,-0.23,1.10,1.21
-3.61,2.40,2.10,-0.19,1.22,1.22
-14.54,7.49,1.77,-0.69,0.80,1.52
-14.30,7.35,1.54,-0.66,0.70,1.34
-13.96,7.23,1.33,-0.64,0.62,1.15
-5.94,4.82,1.07,0.11,-0.35,-0.63
-5.99,4.76,1.05,0.15,-0.35,-0.61
-6.09,4.73,1.04,0.18,-0.36,-0.59
-6.22,4.70,1.01,0.22,-0.37,-0.57
-6.01,3.76,-3.35,4.24,-2.39,-0.61
-5.76,3.87,-3.37,4.34,-2.39,-0.58
-5.25,4.05,-3.33,4.47,-2.38,-0.55
-4.74,4.26,-3.25,4.56,-2.35,-0.53
-2.15,13.32,2.86,1.43,1.38,0.99
-1.95,13.38,2.73,1.24,1.46,1.01
-1.63,13.52,2.72,1.06,1.55,1.03
-1.28,13.73,2.85,0.88,1.66,1.05
-9.50,3.00,-9.39,-2.49,2.05,1.21
-9.83,3.15,-9.01,-2.25,1.93,1.15
-10.23,3.26,-8.69,-2.01,1.79,1.11
-10.56,3.41,-8.37,-1.78,1.65,1.07
-2.29,8.64,0.30,0.13,-0.17,-0.62
-2.12,8.59,0.26,0.13,-0.16,-0.58
-1.97,8.58,0.26,0.13,-0.14,-0.53
-4.90,8.11,-0.34,-0.08,0.04,0.00
-4.92,8.09,-0.31,-0.06,0.03,-0.00
-4.90,8.06,-0.28,-0.05,0.03,-0.01
-4.85,8.05,-0.25,-0.03,0.03,-0.02
-4.14,9.02,0.38,-0.02,-0.01,-0.00
-4.14,8.96,0.34,-0.03,-0.01,-0.00
