-16.12,3.22,1.19,1.10,-1.28,-1.45
-16.41,3.03,1.02,1.21,-1.49,-1.61
-16.53,2.77,0.79,1.35,-1.78,-1.81
-16.39,2.58,0.65,1.45,-2.01,-1.95
-0.11,14.93,9.92,-0.90,-1.08,0.39
-0.26,14.23,9.51,-1.14,-1.09,0.50
0.04,13.46,9.25,-1.35,-1.07,0.59
0.44,12.47,8.93,-1.61,-0.99,0.63
-6.97,-5.01,0.30,-0.58,2.59,1.47
-7.37,-5.91,-0.19,-0.30,2.61,1.38
-7.37,-6.87,-0.68,0.03,2.64,1.34
-7.05,16.93,1.99,2.70,2.67,1.30
-7.12,16.55,1.44,2.52,2.60,1.27
-7.08,16.22,0.94,2.38,2.49,1.27
-6.86,15.98,0.69,2.25,2.39,1.28
-5.94,9.22,-1.39,-1.62,0.62,-0.81
-5.88,9.11,-1.32,-1.63,0.60,-0.84
-5.82,9.08,-1.16,-1.64,0.57,-0.87
-5.83,9.01,-1.06,-1.65,0.55,-0.90
-6.89,6.75,-0.40,-1.82,-1.17,-2.53
-6.95,6.46,-0.52,-1.76,-1.18,-2.52
-7.08,6.15,-0.57,-1.66,-1.20,-2.49
-7.45,6.03,-0.60,-1.51,-1.25,-2.45
-0.52,-4.01,-6.43,6.75,-3.01,-0.01
-0.25,-3.40,-6.25,7.01,-2.96,0.15
0.07,-2.70,-5.99,7.23,-2.91,0.27
2.35,22.64,-2.52,3.02,5.06,1.11
2.02,23.03,-2.16,2.81,5.17,1.26
1.23,23.68,-2.04,2.56,5.26,1.41
0.60,24.04,-1.96,2.24,5.21,1.56
-8.05,6.62,-11.05,-1.83,3.36,0.87
-8.14,6.91,-10.58,-1.63,3.26,0.64
-8.31,7.38,-9.87,-1.39,3.14,0.33
-8.52,7.80,-9.34,-1.25,3.06,0.11
-1.41,6.62,-2.87,-0.10,-0.24,-1.11
-1.41,6.69,-2.77,-0.05,-0.25,-1.07
-1.37,6.77,-2.67,-0.01,-0.26,-1.02
-1.24,6.91,-2.54,0.04,-0.28,-0.96
-3.24,10.35,-2.16,-0.22,0.20,-0.04
-3.32,10.22,-2.23,-0.23,0.18,-0.07
-3.39,10.07,-2.33,-0.24,0.16,-0.10
-2.01,9.39,-1.84,0.20,-0.19,0.02
-1.94,9.42,-1.90,0.20,-0.19,0.02
-1.85,9.49,-1.91,0.20,-0.18,0.02
