-5.82,4.65,1.51,3.69,-1.85,-1.74
-5.93,4.97,1.56,3.65,-1.91,-1.51
-5.96,5.26,1.61,3.60,-1.99,-1.28
-0.82,9.84,6.00,-1.58,0.53,-0.01
-0.61,9.67,6.08,-1.72,0.61,0.05
-0.45,9.46,6.12,-1.86,0.69,0.12
-0.24,9.15,6.13,-2.03,0.82,0.22
-5.23,-1.12,-0.08,1.74,1.58,1.97
-4.66,-0.51,0.17,1.88,1.62,2.07
-4.02,0.23,0.45,2.00,1.67,2.16
-3.31,0.90,0.65,2.10,1.75,2.25
-10.87,13.18,-2.17,0.41,1.23,0.79
-10.89,13.00,-2.29,0.35,1.09,0.77
-10.77,12.77,-2.34,0.29,0.95,0.75
-10.41,12.44,-2.32,0.23,0.79,0.69
-6.07,7.09,-1.18,-0.52,-0.14,-0.55
-5.98,7.06,-1.16,-0.48,-0.14,-0.56
-5.95,7.02,-1.16,-0.45,-0.13,-0.58
-6.64,1.94,-5.46,3.28,-2.75,-0.48
-6.70,2.13,-5.55,3.38,-2.82,-0.36
-6.70,2.33,-5.63,3.48,-2.90,-0.25
-6.65,2.60,-5.66,3.59,-3.00,-0.09
0.45,12.06,-1.40,3.61,-0.33,1.24
0.39,12.30,-1.42,3.52,-0.20,1.20
0.34,12.35,-1.35,3.43,-0.06,1.16
0.27,12.71,-1.37,3.36,0.07,1.14
2.64,14.38,-3.65,-1.62,4.91,-0.60
2.26,14.38,-3.96,-1.82,5.05,-0.61
1.63,14.42,-4.42,-2.10,5.20,-0.60
1.03,14.42,-4.81,-2.31,5.27,-0.56
-8.98,2.26,-10.88,-1.08,1.00,-0.32
-8.50,2.32,-10.54,-0.86,0.85,-0.40
-7.96,2.52,-10.12,-0.64,0.71,-0.49
-1.41,9.06,-2.97,0.17,-0.10,-0.21
-1.47,9.22,-2.94,0.15,-0.09,-0.19
-1.53,9.38,-2.92,0.14,-0.08,-0.17
-1.62,9.60,-2.88,0.11,-0.07,-0.15
-2.94,8.65,-3.58,0.04,-0.09,-0.06
-2.89,8.69,-3.56,0.05,-0.09,-0.07
-2.86,8.75,-3.53,0.05,-0.10,-0.08
-2.81,8.80,-3.52,0.05,-0.10,-0.09
-2.63,9.47,-3.31,-0.06,-0.04,-0.10
-2.65,9.42,-3.35,-0.08,-0.04,-0.11
-2.65,9.38,-3.36,-0.09,-0.05,-0.12
