-6.45,3.17,3.89,-0.11,0.00,0.17
-6.43,3.11,3.82,-0.08,-0.01,0.18
-6.36,3.05,3.76,-0.04,-0.02,0.19
-6.31,3.02,3.74,-0.01,-0.01,0.20
-8.56,2.59,-3.52,5.32,-1.46,-3.24
-8.01,3.24,-3.14,5.47,-1.52,-3.13
-7.48,3.94,-2.69,5.59,-1.58,-2.99
-6.96,4.55,-2.19,5.68,-1.65,-2.84
-0.10,8.42,5.40,-2.16,0.24,0.89
0.04,8.35,5.46,-2.24,0.29,1.03
0.14,8.23,5.48,-2.32,0.36,1.15
-1.54,5.79,1.28,0.86,3.62,2.62
-2.66,6.46,1.36,0.83,3.69,2.82
-3.59,6.92,1.33,0.80,3.69,2.96
-4.69,7.33,1.29,0.78,3.66,3.11
-5.95,7.65,1.22,0.75,3.57,3.27
-9.85,9.03,1.42,-0.71,-0.01,0.02
-9.63,8.80,1.23,-0.70,-0.03,-0.14
-9.43,8.62,1.09,-0.68,-0.05,-0.25
-7.75,4.24,-2.71,2.36,-1.41,-2.34
-7.72,4.18,-3.02,2.52,-1.55,-2.27
-7.63,4.15,-3.19,2.65,-1.64,-2.22
-7.50,4.15,-3.32,2.77,-1.72,-2.18
-0.18,14.57,3.78,4.36,1.19,1.88
-0.44,15.01,4.18,4.16,1.33,1.94
-0.91,15.45,4.64,3.94,1.42,1.99
-1.54,15.99,5.33,3.59,1.55,2.03
-8.39,13.03,-6.52,-6.23,2.67,2.66
-8.72,11.44,-7.86,-6.14,2.52,2.59
-9.08,9.89,-9.15,-6.00,2.38,2.51
-9.38,8.38,-10.17,-5.80,2.23,2.42
-3.13,7.21,-0.27,0.16,-0.19,-0.76
-2.94,7.62,0.25,0.21,-0.19,-0.74
-2.83,7.89,0.56,0.24,-0.19,-0.72
-3.53,9.39,1.61,0.03,-0.04,-0.02
-3.59,9.36,1.59,0.02,-0.05,-0.02
-3.63,9.32,1.59,-0.01,-0.05,-0.02
-3.67,9.26,1.55,-0.02,-0.05,-0.02
-3.48,8.78,1.31,0.23,-0.09,-0.13
-3.43,8.84,1.39,0.22,-0.08,-0.13
-3.39,8.90,1.43,0.21,-0.08,-0.12
-3.30,8.98,1.50,0.19,-0.08,-0.11
-3.53,8.57,0.99,0.11,0.05,0.03
-3.57,8.57,0.98,0.11,0.04,0.04
