-1.98,8.17,5.08,-0.66,0.05,-0.65
-2.06,8.19,5.21,-0.68,0.06,-0.56
-2.07,8.23,5.39,-0.71,0.05,-0.45
-2.03,8.38,5.68,-0.77,0.04,-0.30
-8.42,0.13,0.57,-2.00,1.01,1.15
-8.44,-0.00,0.53,-1.87,0.96,1.19
-8.34,-0.13,0.50,-1.73,0.91,1.22
-8.05,-0.22,0.48,-1.60,0.87,1.24
-7.30,12.80,6.55,0.93,2.06,2.26
-7.78,12.57,6.22,0.71,2.01,2.23
-8.94,12.26,5.60,0.47,1.91,2.22
-6.94,5.87,0.71,-0.34,-0.24,-0.51
-6.75,5.74,0.68,-0.31,-0.26,-0.51
-6.51,5.60,0.70,-0.28,-0.28,-0.53
-6.34,5.50,0.69,-0.25,-0.29,-0.54
-7.18,7.15,2.42,-0.11,-0.21,0.03
-7.26,7.18,2.41,-0.12,-0.23,0.02
-7.34,7.19,2.38,-0.14,-0.25,0.01
-7.39,7.18,2.36,-0.15,-0.26,-0.02
-4.95,-0.48,-7.92,4.90,-1.97,-2.38
-4.11,-0.08,-7.64,5.10,-1.98,-2.25
-3.19,0.37,-7.35,5.29,-1.97,-2.10
-2.29,0.85,-7.03,5.47,-1.92,-1.95
-7.25,16.16,0.95,-3.63,1.90,3.75
-7.58,15.50,0.52,-3.70,1.78,3.68
-7.85,14.50,-0.08,-3.77,1.68,3.52
-9.26,4.97,-3.55,-0.69,0.21,-0.23
-9.02,5.14,-3.29,-0.57,0.19,-0.33
-8.66,5.41,-2.90,-0.42,0.17,-0.46
-8.40,5.64,-2.56,-0.32,0.16,-0.54
-3.96,8.95,1.94,0.22,-0.10,0.15
-4.18,9.02,1.97,0.18,-0.09,0.18
-4.36,9.06,1.98,0.14,-0.09,0.20
-4.50,9.07,1.95,0.11,-0.09,0.22
-5.35,7.66,0.64,-0.01,-0.08,-0.06
-5.36,7.72,0.74,-0.00,-0.08,-0.07
-5.36,7.78,0.78,0.00,-0.08,-0.07
-5.37,7.84,0.84,0.00,-0.08,-0.08
-5.12,8.00,0.77,0.08,-0.06,0.03
-5.14,8.01,0.80,0.08,-0.05,0.03
-5.17,8.04,0.85,0.08,-0.05,0.02
-5.19,8.08,0.87,0.08,-0.05,0.02
-5.03,7.89,0.68,0.13,-0.02,0.03
-5.03,7.92,0.71,0.12,-0.03,0.03
