1.26,-7.41,-7.80,-0.23,-0.18,0.12
1.27,-7.50,-7.92,-0.24,-0.19,0.13
1.21,-7.64,-8.11,-0.23,-0.18,0.12
1.17,-7.27,-7.81,-0.01,-0.07,0.03
1.12,-7.25,-7.78,-0.01,-0.07,0.02
1.13,-7.25,-7.74,-0.01,-0.08,0.03
1.14,-7.25,-7.74,-0.01,-0.08,0.03
1.13,-7.32,-7.85,0.04,-0.05,0.01
1.11,-7.28,-7.81,0.04,-0.05,0.01
1.11,-7.27,-7.75,0.04,-0.05,0.00
1.11,-7.23,-7.74,0.03,-0.05,0.01
1.08,-7.30,-7.78,0.00,-0.10,0.05
1.06,-7.29,-7.82,0.00,-0.10,0.05
1.12,-7.30,-7.79,0.01,-0.10,0.04
1.06,-7.23,-7.72,-0.01,-0.07,0.03
1.04,-7.27,-7.76,-0.00,-0.08,0.04
1.01,-7.30,-7.79,0.00,-0.08,0.04
1.01,-7.34,-7.82,0.01,-0.07,0.04
1.04,-7.30,-7.81,-0.01,-0.05,0.01
1.03,-7.32,-7.83,-0.02,-0.05,0.01
1.02,-7.35,-7.88,-0.02,-0.05,0.00
1.03,-7.36,-7.90,-0.02,-0.04,0.00
1.05,-7.35,-7.86,0.00,-0.04,0.00
1.05,-7.35,-7.86,0.01,-0.04,0.00
1.05,-7.36,-7.85,0.01,-0.04,0.00
1.05,-7.35,-7.86,0.01,-0.04,0.00
1.05,-7.32,-7.81,0.01,-0.04,0.00
1.06,-7.31,-7.81,0.01,-0.04,0.00
1.04,-7.31,-7.81,0.01,-0.04,0.00
1.00,-7.30,-7.83,0.01,-0.04,0.00
1.00,-7.31,-7.83,0.01,-0.04,0.00
0.98,-7.31,-7.84,0.01,-0.04,0.00
0.98,-7.33,-7.83,0.01,-0.04,0.00
1.03,-7.30,-7.83,0.01,-0.04,0.00
1.04,-7.31,-7.82,0.01,-0.04,0.00
1.03,-7.32,-7.83,0.01,-0.04,0.00
1.02,-7.32,-7.83,0.01,-0.04,0.00
1.03,-7.33,-7.85,0.01,-0.04,0.00
1.03,-7.33,-7.84,0.01,-0.04,0.00
1.03,-7.32,-7.85,0.01,-0.04,0.00
1.04,-7.33,-7.83,0.01,-0.04,0.00
1.03,-7.33,-7.85,0.01,-0.04,0.00
1.04,-7.31,-7.87,0.01,-0.04,0.00
1.04,-7.31,-7.86,0.01,-0.04,0.00
