-3.03,4.07,6.79,-0.01,-0.31,0.32
-2.86,4.07,6.82,-0.03,-0.31,0.35
-3.60,2.87,5.52,0.28,0.76,1.60
-3.27,2.94,5.50,0.35,0.80,1.65
-3.04,3.02,5.50,0.40,0.84,1.70
-2.80,3.14,5.50,0.45,0.88,1.74
-4.09,3.56,0.34,2.54,2.06,3.01
-4.27,3.51,0.03,2.67,2.00,3.05
-4.49,3.50,-0.22,2.80,1.93,3.11
-4.81,3.51,-0.51,2.92,1.85,3.18
-6.13,13.54,-4.56,4.34,-2.34,1.64
-6.10,13.55,-4.74,4.28,-2.52,1.51
-5.98,13.57,-4.88,4.23,-2.64,1.40
-5.83,13.58,-5.02,4.18,-2.75,1.28
-0.72,14.97,-3.99,-0.52,-4.27,-0.96
-0.73,14.88,-3.90,-0.66,-4.25,-0.92
-0.70,14.75,-3.84,-0.80,-4.23,-0.90
2.38,13.17,-0.08,-5.66,-0.37,-0.70
2.32,13.03,-0.06,-5.77,-0.21,-0.76
2.12,12.84,-0.16,-5.91,-0.01,-0.85
1.97,12.65,-0.26,-6.01,0.12,-0.91
-8.16,-5.19,0.24,-2.90,0.41,0.83
-8.06,-5.07,0.52,-2.68,0.36,0.85
-7.94,-4.88,0.79,-2.48,0.32,0.86
-7.81,-4.62,1.09,-2.28,0.27,0.89
-5.82,3.23,5.81,0.50,-0.15,0.03
-5.76,3.42,5.87,0.51,-0.15,0.00
-5.66,3.57,5.91,0.52,-0.16,-0.01
-5.58,3.74,5.97,0.52,-0.17,-0.03
-5.52,5.97,6.37,-0.16,-0.19,0.28
-5.49,5.83,6.34,-0.21,-0.19,0.25
-5.49,5.65,6.30,-0.24,-0.19,0.22
-5.13,4.34,6.01,0.03,-0.12,-0.00
-5.09,4.28,5.99,0.02,-0.12,-0.01
-5.08,4.21,5.97,0.01,-0.12,-0.02
-5.04,4.17,5.94,0.00,-0.11,-0.03
-5.53,4.65,5.84,-0.01,-0.06,0.07
-5.58,4.63,5.83,-0.02,-0.07,0.06
-5.62,4.62,5.83,-0.03,-0.07,0.06
-5.64,4.63,5.81,-0.03,-0.08,0.05
-4.97,3.56,5.59,0.09,-0.12,0.02
-4.97,3.60,5.60,0.10,-0.12,0.02
-4.97,3.62,5.64,0.10,-0.13,0.03
-4.95,3.66,5.69,0.11,-0.14,0.04
